timestamp,site,turbine_id,wind_speed_mps,power_electric_kw,energy_kwh
2025-01-01 00:00:00,Coastal,Coastal-T1,8.922212644651323,1205.0451067557285,1205.0451067557285
2025-01-01 01:00:00,Coastal,Coastal-T1,13.077231828439844,3000.0,3000.0
2025-01-01 02:00:00,Coastal,Coastal-T1,10.80403997620756,2176.5894133229262,2176.5894133229262
2025-01-01 03:00:00,Coastal,Coastal-T1,4.837395338462045,152.02284869812877,152.02284869812877
2025-01-01 04:00:00,Coastal,Coastal-T1,5.6345793939465665,267.8824674949326,267.8824674949326
2025-01-01 05:00:00,Coastal,Coastal-T1,12.521847735840883,3000.0,3000.0
2025-01-01 06:00:00,Coastal,Coastal-T1,0.8299401292100195,0.0,0.0
2025-01-01 07:00:00,Coastal,Coastal-T1,11.520988942689579,2649.4137050099553,2649.4137050099553
2025-01-01 08:00:00,Coastal,Coastal-T1,11.127382405853794,2382.3233640542626,2382.3233640542626
2025-01-01 09:00:00,Coastal,Coastal-T1,7.300346730958568,638.5757222420767,638.5757222420767
2025-01-01 10:00:00,Coastal,Coastal-T1,5.66393659853808,272.83967034424154,272.83967034424154
2025-01-01 11:00:00,Coastal,Coastal-T1,5.40967708751854,231.59095165416704,231.59095165416704
2025-01-01 12:00:00,Coastal,Coastal-T1,5.160761427842934,194.7952828833194,194.7952828833194
2025-01-01 13:00:00,Coastal,Coastal-T1,7.074963608362445,576.9631077330185,576.9631077330185
2025-01-01 14:00:00,Coastal,Coastal-T1,7.664361150753249,746.4254189869355,746.4254189869355
2025-01-01 15:00:00,Coastal,Coastal-T1,8.161000919545119,911.0025767397439,911.0025767397439
2025-01-01 16:00:00,Coastal,Coastal-T1,19.376952323106934,3000.0,3000.0
2025-01-01 17:00:00,Coastal,Coastal-T1,11.058988915579526,2337.791907336784,2337.791907336784
2025-01-01 18:00:00,Coastal,Coastal-T1,8.890112978144954,1191.573467443683,1191.573467443683
2025-01-01 19:00:00,Coastal,Coastal-T1,17.841484800490885,3000.0,3000.0
2025-01-01 20:00:00,Coastal,Coastal-T1,4.726475829924457,138.6022142482973,138.6022142482973
2025-01-01 21:00:00,Coastal,Coastal-T1,4.0712124571034485,71.39226392087974,71.39226392087974
2025-01-01 22:00:00,Coastal,Coastal-T1,8.784768813451002,1148.0416432420138,1148.0416432420138
2025-01-01 23:00:00,Coastal,Coastal-T1,2.196789923223344,0.0,0.0
2025-01-02 00:00:00,Coastal,Coastal-T1,1.9944842587751006,0.0,0.0
2025-01-02 01:00:00,Coastal,Coastal-T1,7.768146722761891,779.1214283790232,779.1214283790232
2025-01-02 02:00:00,Coastal,Coastal-T1,7.283261682486327,633.7692702652139,633.7692702652139
2025-01-02 03:00:00,Coastal,Coastal-T1,13.627226628823689,3000.0,3000.0
2025-01-02 04:00:00,Coastal,Coastal-T1,8.967871781151011,1224.3750964061376,1224.3750964061376
2025-01-02 05:00:00,Coastal,Coastal-T1,7.760388608338725,776.646883069163,776.646883069163
2025-01-02 06:00:00,Coastal,Coastal-T1,7.5876464135286685,722.8198380670259,722.8198380670259
2025-01-02 07:00:00,Coastal,Coastal-T1,5.081719835160385,183.82664081959516,183.82664081959516
2025-01-02 08:00:00,Coastal,Coastal-T1,1.1992097101723358,0.0,0.0
2025-01-02 09:00:00,Coastal,Coastal-T1,4.46272299920239,109.13426748149726,109.13426748149726
2025-01-02 10:00:00,Coastal,Coastal-T1,9.694848345191609,1559.4702196848998,1559.4702196848998
2025-01-02 11:00:00,Coastal,Coastal-T1,4.558422026891128,119.43635773253799,119.43635773253799
2025-01-02 12:00:00,Coastal,Coastal-T1,6.331514332179107,400.0321224432662,400.0321224432662
2025-01-02 13:00:00,Coastal,Coastal-T1,0.7096877881810559,0.0,0.0
2025-01-02 14:00:00,Coastal,Coastal-T1,11.673659875134849,2758.0603793707887,2758.0603793707887
2025-01-02 15:00:00,Coastal,Coastal-T1,3.9980936129756963,65.09442156550769,65.09442156550769
2025-01-02 16:00:00,Coastal,Coastal-T1,5.296027467016535,214.36064462254646,214.36064462254646
2025-01-02 17:00:00,Coastal,Coastal-T1,12.672416191223181,3000.0,3000.0
2025-01-02 18:00:00,Coastal,Coastal-T1,7.71691505576252,762.8717727683857,762.8717727683857
2025-01-02 19:00:00,Coastal,Coastal-T1,11.986188695038464,2989.4892075825246,2989.4892075825246
2025-01-02 20:00:00,Coastal,Coastal-T1,9.084879926999538,1274.8165044818008,1274.8165044818008
2025-01-02 21:00:00,Coastal,Coastal-T1,10.328941156896033,1895.8800842936873,1895.8800842936873
2025-01-02 22:00:00,Coastal,Coastal-T1,3.1013237664312046,4.989736305920086,4.989736305920086
2025-01-02 23:00:00,Coastal,Coastal-T1,8.03426274343272,867.0311488808412,867.0311488808412
2025-01-03 00:00:00,Coastal,Coastal-T1,7.696664679932356,756.5079427780948,756.5079427780948
2025-01-03 01:00:00,Coastal,Coastal-T1,12.473960975706785,3000.0,3000.0
2025-01-03 02:00:00,Coastal,Coastal-T1,6.249551849675564,382.87144823543395,382.87144823543395
2025-01-03 03:00:00,Coastal,Coastal-T1,8.629917485612882,1085.9210069294547,1085.9210069294547
2025-01-03 04:00:00,Coastal,Coastal-T1,2.525673010943372,0.0,0.0
2025-01-03 05:00:00,Coastal,Coastal-T1,6.51016957312875,439.0053106526493,439.0053106526493
2025-01-03 06:00:00,Coastal,Coastal-T1,5.867221311533437,308.59771424235424,308.59771424235424
