timestamp,site,turbine_id,wind_speed_ms,power_electric_kw,energy_kwh,rated_power_kw
2025-09-01 00:00:00,Coastal,Coastal-T1,8.114335838701733,508.03422200011266,508.03422200011266,3000.0
2025-09-01 01:00:00,Coastal,Coastal-T1,6.221874564137683,63.381227297186086,63.381227297186086,3000.0
2025-09-01 02:00:00,Coastal,Coastal-T1,6.206077028275059,198.51123476728372,198.51123476728372,3000.0
2025-09-01 03:00:00,Coastal,Coastal-T1,6.506202631735275,184.14051189231088,184.14051189231088,3000.0
2025-09-01 04:00:00,Coastal,Coastal-T1,8.379408543431039,587.768165870478,587.768165870478,3000.0
2025-09-01 05:00:00,Coastal,Coastal-T1,12.657354281994904,2792.17438937548,2792.17438937548,3000.0
2025-09-01 06:00:00,Coastal,Coastal-T1,6.518664890651656,159.65685817092503,159.65685817092503,3000.0
2025-09-01 07:00:00,Coastal,Coastal-T1,8.946951894098081,891.7406383886974,891.7406383886974,3000.0
2025-09-01 08:00:00,Coastal,Coastal-T1,10.406824657684792,1592.6877630417362,1592.6877630417362,3000.0
2025-09-01 09:00:00,Coastal,Coastal-T1,9.494357962716059,1059.3892813982156,1059.3892813982156,3000.0
2025-09-01 10:00:00,Coastal,Coastal-T1,8.44627268902047,676.9213288309893,676.9213288309893,3000.0
2025-09-01 11:00:00,Coastal,Coastal-T1,6.296437515082775,66.23487295606864,66.23487295606864,3000.0
2025-09-01 12:00:00,Coastal,Coastal-T1,7.7241447625186925,419.1370249215306,419.1370249215306,3000.0
2025-09-01 13:00:00,Coastal,Coastal-T1,9.842122015577749,1304.563617283297,1304.563617283297,3000.0
2025-09-01 14:00:00,Coastal,Coastal-T1,6.047423078976773,63.465913215236945,63.465913215236945,3000.0
2025-09-01 15:00:00,Coastal,Coastal-T1,7.8234211709375465,393.5892885576596,393.5892885576596,3000.0
2025-09-01 16:00:00,Coastal,Coastal-T1,3.9998821248225855,16.354171058193813,16.354171058193813,3000.0
2025-09-01 17:00:00,Coastal,Coastal-T1,5.96671822516953,95.34222023342916,95.34222023342916,3000.0
2025-09-01 18:00:00,Coastal,Coastal-T1,4.418101599442631,0.0,0.0,3000.0
2025-09-01 19:00:00,Coastal,Coastal-T1,8.645862772926934,724.2972177915618,724.2972177915618,3000.0
2025-09-01 20:00:00,Coastal,Coastal-T1,7.601894653613569,397.73067666049013,397.73067666049013,3000.0
2025-09-01 21:00:00,Coastal,Coastal-T1,10.316896948019474,1497.3090821195078,1497.3090821195078,3000.0
2025-09-01 22:00:00,Coastal,Coastal-T1,8.994021220285736,812.732656222645,812.732656222645,3000.0
2025-09-01 23:00:00,Coastal,Coastal-T1,6.914313277020435,262.4859497363437,262.4859497363437,3000.0
2025-09-02 00:00:00,Coastal,Coastal-T1,2.8754592928137153,64.52312115992548,64.52312115992548,3000.0
2025-09-02 01:00:00,Coastal,Coastal-T1,6.233336958503003,212.55864187192634,212.55864187192634,3000.0
2025-09-02 02:00:00,Coastal,Coastal-T1,9.668382709109332,1124.2375890857898,1124.2375890857898,3000.0
2025-09-02 03:00:00,Coastal,Coastal-T1,8.400398217599449,688.0595612639854,688.0595612639854,3000.0
2025-09-02 04:00:00,Coastal,Coastal-T1,5.676331703929458,119.042609585158,119.042609585158,3000.0
2025-09-02 05:00:00,Coastal,Coastal-T1,7.35590475748447,324.042222728287,324.042222728287,3000.0
2025-09-02 06:00:00,Coastal,Coastal-T1,6.922502482606048,266.43535781428074,266.43535781428074,3000.0
2025-09-02 07:00:00,Coastal,Coastal-T1,8.435424274764264,684.6077024955457,684.6077024955457,3000.0
2025-09-02 08:00:00,Coastal,Coastal-T1,10.40267986157585,1714.3962276681432,1714.3962276681432,3000.0
2025-09-02 09:00:00,Coastal,Coastal-T1,6.928174883842044,175.65118238346727,175.65118238346727,3000.0
2025-09-02 10:00:00,Coastal,Coastal-T1,8.064801656617448,549.3539782821254,549.3539782821254,3000.0
