timestamp,site,turbine_id,wind_speed_mps,wind_dir_deg,power_electric_kw,energy_kwh
2025-09-01 00:00:00,Coastal,Coastal-T1,8.922212644651323,269.5281801684492,1205.0451067557285,1205.0451067557285
2025-09-01 01:00:00,Coastal,Coastal-T1,13.077231828439844,176.55392567835185,3000.0,3000.0
2025-09-01 02:00:00,Coastal,Coastal-T1,10.80403997620756,224.07458391000148,2176.5894133229262,2176.5894133229262
2025-09-01 03:00:00,Coastal,Coastal-T1,4.837395338462045,115.89925134783292,152.02284869812877,152.02284869812877
2025-09-01 04:00:00,Coastal,Coastal-T1,5.634579393946566,255.81759953024405,267.88246749493237,267.88246749493237
2025-09-01 05:00:00,Coastal,Coastal-T1,12.521847735840883,219.1905751170952,3000.0,3000.0
2025-09-01 06:00:00,Coastal,Coastal-T1,0.8299401292100195,185.0655493695164,0.0,0.0
2025-09-01 07:00:00,Coastal,Coastal-T1,11.520988942689577,279.6925451231549,2649.413705009954,2649.413705009954
2025-09-01 08:00:00,Coastal,Coastal-T1,11.127382405853794,251.49156892779044,2382.3233640542626,2382.3233640542626
2025-09-01 09:00:00,Coastal,Coastal-T1,7.300346730958567,41.01634549535595,638.5757222420765,638.5757222420765
2025-09-01 10:00:00,Coastal,Coastal-T1,5.66393659853808,212.39299489604164,272.83967034424154,272.83967034424154
2025-09-01 11:00:00,Coastal,Coastal-T1,5.40967708751854,122.69856019633282,231.59095165416696,231.59095165416696
2025-09-01 12:00:00,Coastal,Coastal-T1,5.1607614278429335,273.99959246810135,194.79528288331923,194.79528288331923
2025-09-01 13:00:00,Coastal,Coastal-T1,7.074963608362443,359.344489374289,576.9631077330181,576.9631077330181
2025-09-01 14:00:00,Coastal,Coastal-T1,7.664361150753249,178.8879893570794,746.4254189869355,746.4254189869355
2025-09-01 15:00:00,Coastal,Coastal-T1,8.161000919545119,214.47474915011577,911.0025767397439,911.0025767397439
2025-09-01 16:00:00,Coastal,Coastal-T1,19.37695232310693,194.93798556548415,3000.0,3000.0
2025-09-01 17:00:00,Coastal,Coastal-T1,11.058988915579526,231.04878673321346,2337.791907336784,2337.791907336784
2025-09-01 18:00:00,Coastal,Coastal-T1,8.890112978144955,248.67294093652822,1191.5734674436837,1191.5734674436837
2025-09-01 19:00:00,Coastal,Coastal-T1,17.841484800490885,287.23163619241814,3000.0,3000.0
2025-09-01 20:00:00,Coastal,Coastal-T1,4.726475829924456,150.75471993013292,138.60221424829714,138.60221424829714
2025-09-01 21:00:00,Coastal,Coastal-T1,4.0712124571034485,304.2980887094164,71.39226392087974,71.39226392087974
2025-09-01 22:00:00,Coastal,Coastal-T1,8.784768813451002,154.10916863738333,1148.0416432420138,1148.0416432420138
2025-09-01 23:00:00,Coastal,Coastal-T1,2.196789923223344,226.6253219622,0.0,0.0
2025-09-02 00:00:00,Coastal,Coastal-T1,1.9944842587751004,279.5145983746011,0.0,0.0
